seq,phase,data_mode,function,runtime,variant,memory_mb,role,pattern,warming,intended_cold,force_cold,rep,block,burst_id,idle_gap_min,t_start,t_start_utc,request_id,status,function_error,error,rtt_ms,duration_ms,billed_ms,init_ms,cold,max_memory_used_mb,report_source
14,pilot_cold,mock,python-default,python,default,1024,measure,idle,off,True,update_env,1,,,,1767225603.947,2026-01-01T00:00:03.946+00:00,c38d4812-6834-4b63-abcb-4e60568a0b40,200,,False,690.134,26.37,27,637.51,True,118,logs
15,pilot_cold,mock,python-default,python,default,1024,follow_up,idle,off,False,update_env,1,,,,1767225604.637,2026-01-01T00:00:04.636+00:00,eb0bdaf6-6848-4701-b8dc-013e088ee5b3,200,,False,67.669,21.21,22,,False,118,logs
16,pilot_cold,mock,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,1,,,,1767225604.704,2026-01-01T00:00:04.704+00:00,995fe164-fe00-4fe9-8615-38b9e14af0e9,200,,False,568.282,68.23,69,471.45,True,140,logs
17,pilot_cold,mock,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,1,,,,1767225605.273,2026-01-01T00:00:05.272+00:00,d25d40c3-2138-417c-936a-d1a9baa606a9,200,,False,87.853,47.54,48,,False,140,logs
18,pilot_cold,mock,python-bytecode,python,bytecode,1024,measure,idle,off,True,update_env,1,,,,1767225605.361,2026-01-01T00:00:05.360+00:00,b8296997-4f8b-4b68-9225-9ed35b697f3e,200,,False,372.298,27.18,28,316.61,True,42,logs
19,pilot_cold,mock,python-bytecode,python,bytecode,1024,follow_up,idle,off,False,update_env,1,,,,1767225605.733,2026-01-01T00:00:05.732+00:00,319ffc5b-eed9-4a17-91fd-c34432ee0b51,200,,False,52.282,25.17,26,,False,42,logs
20,pilot_cold,mock,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,1,,,,1767225605.785,2026-01-01T00:00:05.785+00:00,56840f84-3c52-4aa1-8664-34f42c7eaf25,200,,False,549.576,70.68,71,447.71,True,110,logs
21,pilot_cold,mock,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,1,,,,1767225606.335,2026-01-01T00:00:06.334+00:00,6ca5cfbc-193f-4914-96ed-6ee0da5ac048,200,,False,63.948,20.12,21,,False,110,logs
22,pilot_cold,mock,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,1,,,,1767225606.399,2026-01-01T00:00:06.398+00:00,e5cbdf18-5837-406c-b095-a1eb8afc903c,200,,False,289.872,69.73,70,181.9,True,72,logs
23,pilot_cold,mock,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,1,,,,1767225606.689,2026-01-01T00:00:06.688+00:00,430f27e1-9687-4f72-bf47-4de21bb099f7,200,,False,82.084,54.96,55,,False,72,logs
24,pilot_cold,mock,java-default,java,default,1024,measure,idle,off,True,update_env,1,,,,1767225606.771,2026-01-01T00:00:06.770+00:00,80af15aa-d49f-4ed3-8d11-01700346d7d9,200,,False,1090.878,54.16,55,1002.45,True,165,logs
25,pilot_cold,mock,java-default,java,default,1024,follow_up,idle,off,False,update_env,1,,,,1767225607.862,2026-01-01T00:00:07.861+00:00,59812a1a-16e3-40d5-96c0-07cbda7f263b,200,,False,56.663,18.92,19,,False,165,logs
26,pilot_cold,mock,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,1,,,,1767225607.918,2026-01-01T00:00:07.918+00:00,15c30e10-251a-4335-9e80-b0ebeeeb6b5a,200,,False,224.208,28.0,29,172.69,True,38,logs
27,pilot_cold,mock,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,1,,,,1767225608.142,2026-01-01T00:00:08.142+00:00,732c6c3f-555c-47d8-9e64-49773648a0c7,200,,False,65.045,27.99,28,,False,38,logs
28,pilot_cold,mock,java-default,java,default,1024,measure,idle,off,True,update_env,2,,,,1767225608.207,2026-01-01T00:00:08.207+00:00,94ea3e31-5f4e-4263-b6b5-9b3640ca621a,200,,False,785.958,58.55,59,688.8,True,165,logs
29,pilot_cold,mock,java-default,java,default,1024,follow_up,idle,off,False,update_env,2,,,,1767225608.993,2026-01-01T00:00:08.993+00:00,f85a68ad-63f4-478b-bb55-bad70635f91f,200,,False,44.788,22.25,23,,False,165,logs
30,pilot_cold,mock,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,2,,,,1767225609.038,2026-01-01T00:00:09.038+00:00,f933039e-63a4-42ea-b16e-2f5cf32b63da,200,,False,947.804,68.84,69,851.12,True,140,logs
31,pilot_cold,mock,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,2,,,,1767225609.986,2026-01-01T00:00:09.985+00:00,0022c49b-0882-49c7-877a-ddf43f0ef08e,200,,False,68.287,45.06,46,,False,140,logs
32,pilot_cold,mock,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,2,,,,1767225610.054,2026-01-01T00:00:10.054+00:00,2cd5038e-8df2-4b44-8b7b-d84767518417,200,,False,705.04,61.6,62,606.57,True,110,logs
33,pilot_cold,mock,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,2,,,,1767225610.759,2026-01-01T00:00:10.759+00:00,e26c6efd-43d5-4a70-9d3c-cb542ffe269a,200,,False,68.901,21.0,22,,False,110,logs
34,pilot_cold,mock,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,2,,,,1767225610.828,2026-01-01T00:00:10.828+00:00,c8adcba0-bf53-4c77-929e-2e016941d425,200,,False,214.053,27.51,28,161.3,True,38,logs
35,pilot_cold,mock,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,2,,,,1767225611.042,2026-01-01T00:00:11.042+00:00,49259017-c70d-4c54-9ee9-b0d2eea03657,200,,False,47.607,23.77,24,,False,38,logs
36,pilot_cold,mock,python-bytecode,python,bytecode,1024,measure,idle,off,True,update_env,2,,,,1767225611.09,2026-01-01T00:00:11.089+00:00,e586b0c1-f918-4b4e-9c25-5477fcabc31c,200,,False,267.809,25.77,26,214.03,True,42,logs
37,pilot_cold,mock,python-bytecode,python,bytecode,1024,follow_up,idle,off,False,update_env,2,,,,1767225611.358,2026-01-01T00:00:11.357+00:00,715e3d28-855b-4f30-bdce-80b4aa9cc24a,200,,False,69.843,26.5,27,,False,42,logs
38,pilot_cold,mock,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,2,,,,1767225611.428,2026-01-01T00:00:11.427+00:00,8c74b258-d5b9-44cb-9d07-f67f8e0125d0,200,,False,302.927,58.98,59,217.94,True,72,logs
39,pilot_cold,mock,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,2,,,,1767225611.73,2026-01-01T00:00:11.730+00:00,e5a8f829-4e8d-49a8-ab9e-158cb5bb6ea6,200,,False,83.579,50.46,51,,False,72,logs
40,pilot_cold,mock,python-default,python,default,1024,measure,idle,off,True,update_env,2,,,,1767225611.814,2026-01-01T00:00:11.814+00:00,12ad1814-6b5f-4623-86e7-f93eb166174f,200,,False,830.199,29.86,30,774.41,True,118,logs
41,pilot_cold,mock,python-default,python,default,1024,follow_up,idle,off,False,update_env,2,,,,1767225612.644,2026-01-01T00:00:12.644+00:00,3d19fdec-6621-4775-8a54-6d6751c20a47,200,,False,70.091,28.01,29,,False,118,logs
42,pilot_cold,mock,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,3,,,,1767225612.714,2026-01-01T00:00:12.714+00:00,712054ed-258e-4bfd-88fa-dccf24967f50,200,,False,266.755,59.21,60,191.95,True,72,logs
43,pilot_cold,mock,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,3,,,,1767225612.981,2026-01-01T00:00:12.981+00:00,192a7a43-ae5c-437b-a2e6-c305d3366f6a,200,,False,78.267,50.84,51,,False,72,logs
44,pilot_cold,mock,python-default,python,default,1024,measure,idle,off,True,update_env,3,,,,1767225613.059,2026-01-01T00:00:13.059+00:00,9278b1cf-75f1-4415-a3fa-d91068cf1368,200,,False,841.871,26.65,27,786.36,True,118,logs
45,pilot_cold,mock,python-default,python,default,1024,follow_up,idle,off,False,update_env,3,,,,1767225613.901,2026-01-01T00:00:13.901+00:00,788a331f-33ff-4d14-8b99-e950a6eba3a9,200,,False,43.97,22.69,23,,False,118,logs
46,pilot_cold,mock,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,3,,,,1767225613.945,2026-01-01T00:00:13.945+00:00,b860e40f-9b32-4f92-acd8-a83009c63ffa,200,,False,220.594,28.68,29,163.35,True,38,logs
47,pilot_cold,mock,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,3,,,,1767225614.166,2026-01-01T00:00:14.165+00:00,4d824e61-5a5e-49a7-92f8-68bc6fd222b9,200,,False,51.658,25.64,26,,False,38,logs
48,pilot_cold,mock,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,3,,,,1767225614.217,2026-01-01T00:00:14.217+00:00,d795dc7a-f279-443a-9786-15e5fcf9d947,200,,False,582.519,61.48,62,491.37,True,110,logs
49,pilot_cold,mock,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,3,,,,1767225614.8,2026-01-01T00:00:14.799+00:00,a7b20f49-76e2-4f5c-84fe-00cf36b9824d,200,,False,50.896,23.02,24,,False,110,logs
50,pilot_cold,mock,java-default,java,default,1024,measure,idle,off,True,update_env,3,,,,1767225614.851,2026-01-01T00:00:14.850+00:00,bc01cdb6-321a-4b8a-8774-bb92dea34caa,200,,False,886.153,65.56,66,784.62,True,165,logs
51,pilot_cold,mock,java-default,java,default,1024,follow_up,idle,off,False,update_env,3,,,,1767225615.737,2026-01-01T00:00:15.737+00:00,942ddd41-f5c1-4140-b6ec-2cb5f0c473e4,200,,False,56.992,23.02,24,,False,165,logs
52,pilot_cold,mock,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,3,,,,1767225615.794,2026-01-01T00:00:15.794+00:00,ee5b691f-8752-4116-a513-6555b128732e,200,,False,671.539,65.04,66,580.79,True,140,logs
53,pilot_cold,mock,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,3,,,,1767225616.466,2026-01-01T00:00:16.465+00:00,bd514b1b-2e7e-4924-bb0a-2e74b0456692,200,,False,73.129,47.66,48,,False,140,logs
54,pilot_cold,mock,python-bytecode,python,bytecode,1024,measure,idle,off,True,update_env,3,,,,1767225616.539,2026-01-01T00:00:16.538+00:00,1dc8a9a0-35c5-49a5-b0b8-55e09eb580fb,200,,False,355.917,32.08,33,271.22,True,42,logs
55,pilot_cold,mock,python-bytecode,python,bytecode,1024,follow_up,idle,off,False,update_env,3,,,,1767225616.895,2026-01-01T00:00:16.894+00:00,6de4dc3a-b4d6-4b42-8221-20abe5360973,200,,False,50.962,23.74,24,,False,42,logs
56,pilot_cold,mock,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,4,,,,1767225616.946,2026-01-01T00:00:16.945+00:00,7fae0edf-64a5-40b9-b31a-7e4b9e4b92f4,200,,False,279.944,67.25,68,177.89,True,72,logs
57,pilot_cold,mock,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,4,,,,1767225617.225,2026-01-01T00:00:17.225+00:00,36b98468-1aff-4f0c-8535-e3ec0f3299d7,200,,False,71.237,44.6,45,,False,72,logs
58,pilot_cold,mock,python-bytecode,python,bytecode,1024,measure,idle,off,True,update_env,4,,,,1767225617.297,2026-01-01T00:00:17.296+00:00,386fd764-995d-423a-adc8-731183b235ac,200,,False,305.444,26.31,27,246.32,True,42,logs
59,pilot_cold,mock,python-bytecode,python,bytecode,1024,follow_up,idle,off,False,update_env,4,,,,1767225617.602,2026-01-01T00:00:17.602+00:00,ce77f7d5-8c8d-4b6e-aaca-49b65e762d04,200,,False,49.813,29.11,30,,False,42,logs
60,pilot_cold,mock,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,4,,,,1767225617.652,2026-01-01T00:00:17.651+00:00,052f6fdc-39a9-4bc7-a2c9-a1147623a0dd,200,,False,224.976,25.14,26,180.01,True,38,logs
61,pilot_cold,mock,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,4,,,,1767225617.877,2026-01-01T00:00:17.876+00:00,434fcdb8-38c3-48bd-b85f-5cc2f4b78fa7,200,,False,74.968,26.24,27,,False,38,logs
62,pilot_cold,mock,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,4,,,,1767225617.952,2026-01-01T00:00:17.951+00:00,079c0b5b-5cd6-4972-a360-11be4fa005b6,200,,False,574.993,72.82,73,468.88,True,110,logs
63,pilot_cold,mock,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,4,,,,1767225618.527,2026-01-01T00:00:18.526+00:00,bc9004b8-9092-4062-b584-1aede1e1d7f1,200,,False,50.278,20.6,21,,False,110,logs
64,pilot_cold,mock,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,4,,,,1767225618.577,2026-01-01T00:00:18.577+00:00,a39625b7-7d03-4d0a-9ccd-9e6073130f74,200,,False,801.623,51.98,52,719.1,True,140,logs
65,pilot_cold,mock,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,4,,,,1767225619.379,2026-01-01T00:00:19.378+00:00,dbe9942a-cd1f-4f9d-b22b-97c536652c2a,200,,False,74.703,56.17,57,,False,140,logs
66,pilot_cold,mock,python-default,python,default,1024,measure,idle,off,True,update_env,4,,,,1767225619.454,2026-01-01T00:00:19.453+00:00,a771995b-53d1-43cd-9890-c92c44d7594b,200,,False,643.481,28.41,29,579.99,True,118,logs
67,pilot_cold,mock,python-default,python,default,1024,follow_up,idle,off,False,update_env,4,,,,1767225620.097,2026-01-01T00:00:20.097+00:00,8e0116ba-8845-4fcc-9228-49a45e651de7,200,,False,48.419,22.89,23,,False,118,logs
68,pilot_cold,mock,java-default,java,default,1024,measure,idle,off,True,update_env,4,,,,1767225620.145,2026-01-01T00:00:20.145+00:00,ef2f7569-62ed-4e66-91a0-3df7946b25fd,200,,False,858.204,62.07,63,768.44,True,165,logs
69,pilot_cold,mock,java-default,java,default,1024,follow_up,idle,off,False,update_env,4,,,,1767225621.004,2026-01-01T00:00:21.003+00:00,09fd3c07-0a05-4b40-9b39-ceb697cd7b30,200,,False,62.646,23.9,24,,False,165,logs
70,pilot_cold,mock,python-default,python,default,1024,measure,idle,off,True,update_env,5,,,,1767225621.066,2026-01-01T00:00:21.066+00:00,0384bbeb-feac-42f3-8b14-c173daa4da97,200,,False,1032.8,22.02,23,975.25,True,118,logs
71,pilot_cold,mock,python-default,python,default,1024,follow_up,idle,off,False,update_env,5,,,,1767225622.099,2026-01-01T00:00:22.099+00:00,59b5865a-553c-4976-bb46-869a9e4fee70,200,,False,63.852,27.22,28,,False,118,logs
72,pilot_cold,mock,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,5,,,,1767225622.163,2026-01-01T00:00:22.162+00:00,b16d1daf-3978-4442-8707-d55c3d5b6b81,200,,False,733.215,59.47,60,645.06,True,110,logs
73,pilot_cold,mock,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,5,,,,1767225622.896,2026-01-01T00:00:22.896+00:00,7b61222e-49ab-4c84-9829-8ea4045b261c,200,,False,41.652,22.58,23,,False,110,logs
74,pilot_cold,mock,java-default,java,default,1024,measure,idle,off,True,update_env,5,,,,1767225622.938,2026-01-01T00:00:22.937+00:00,ece95c62-cdf1-4e7c-a6ab-6f67b8be3178,200,,False,862.494,62.72,63,758.34,True,165,logs
75,pilot_cold,mock,java-default,java,default,1024,follow_up,idle,off,False,update_env,5,,,,1767225623.8,2026-01-01T00:00:23.800+00:00,f29f3ec9-32b9-43c9-8984-6a1b328eb9cc,200,,False,65.167,22.14,23,,False,165,logs
76,pilot_cold,mock,python-bytecode,python,bytecode,1024,measure,idle,off,True,update_env,5,,,,1767225623.865,2026-01-01T00:00:23.865+00:00,bada509a-8c13-4738-8784-6407aec410e5,200,,False,408.727,26.68,27,360.59,True,42,logs
77,pilot_cold,mock,python-bytecode,python,bytecode,1024,follow_up,idle,off,False,update_env,5,,,,1767225624.274,2026-01-01T00:00:24.274+00:00,fe74df22-7895-48df-84e0-3b5d74524493,200,,False,53.892,26.42,27,,False,42,logs
78,pilot_cold,mock,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,5,,,,1767225624.328,2026-01-01T00:00:24.328+00:00,a758409d-b756-4883-8d85-059e0411d9d1,200,,False,256.609,66.69,67,165.84,True,72,logs
79,pilot_cold,mock,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,5,,,,1767225624.585,2026-01-01T00:00:24.584+00:00,91e65a81-1d63-4e52-ae3c-ac79dc1f41dd,200,,False,73.444,52.58,53,,False,72,logs
80,pilot_cold,mock,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,5,,,,1767225624.658,2026-01-01T00:00:24.658+00:00,5bd92729-5398-42e6-94b7-b3d2823a66f6,200,,False,596.066,62.37,63,505.43,True,140,logs
81,pilot_cold,mock,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,5,,,,1767225625.254,2026-01-01T00:00:25.254+00:00,a4c57574-b735-49cd-8dcf-aea9c87e04f1,200,,False,65.053,44.46,45,,False,140,logs
82,pilot_cold,mock,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,5,,,,1767225625.319,2026-01-01T00:00:25.319+00:00,f852b89d-e9d7-43e7-8a75-561e00399eb0,200,,False,243.715,21.72,22,195.91,True,38,logs
83,pilot_cold,mock,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,5,,,,1767225625.563,2026-01-01T00:00:25.562+00:00,87bd3734-1497-47d3-a2f8-252b7592e41e,200,,False,46.37,24.33,25,,False,38,logs
84,pilot_cold,mock,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,6,,,,1767225625.609,2026-01-01T00:00:25.609+00:00,ad1c2710-9c6e-4bf8-a47c-58f6dbcba837,200,,False,641.763,65.32,66,549.31,True,140,logs
85,pilot_cold,mock,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,6,,,,1767225626.251,2026-01-01T00:00:26.251+00:00,e611af37-66de-4c85-8494-ef77e7929c8a,200,,False,84.956,47.31,48,,False,140,logs
86,pilot_cold,mock,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,6,,,,1767225626.336,2026-01-01T00:00:26.336+00:00,dd9db903-0cfc-4af1-9f53-dbfbcfef74c2,200,,False,305.91,69.24,70,203.73,True,72,logs
87,pilot_cold,mock,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,6,,,,1767225626.642,2026-01-01T00:00:26.641+00:00,b0ebf01e-c7c4-4d18-978f-1bcc97da7dc7,200,,False,71.392,41.7,42,,False,72,logs
88,pilot_cold,mock,java-default,java,default,1024,measure,idle,off,True,update_env,6,,,,1767225626.713,2026-01-01T00:00:26.713+00:00,cc94715b-635a-44a2-835e-12833383ac39,200,,False,1193.384,67.5,68,1100.99,True,165,logs
89,pilot_cold,mock,java-default,java,default,1024,follow_up,idle,off,False,update_env,6,,,,1767225627.907,2026-01-01T00:00:27.906+00:00,685a6b0b-4abe-4ba4-8222-7747853ff789,200,,False,50.813,21.04,22,,False,165,logs
90,pilot_cold,mock,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,6,,,,1767225627.958,2026-01-01T00:00:27.957+00:00,d278cae7-09e5-4c98-b6c5-d2283116c5c6,200,,False,768.388,61.4,62,683.38,True,110,logs
91,pilot_cold,mock,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,6,,,,1767225628.726,2026-01-01T00:00:28.725+00:00,cc70be61-b991-4e5a-817a-acee6ca94057,200,,False,60.883,22.27,23,,False,110,logs
92,pilot_cold,mock,python-bytecode,python,bytecode,1024,measure,idle,off,True,update_env,6,,,,1767225628.787,2026-01-01T00:00:28.786+00:00,8aee1591-1c4f-4a48-a69f-7c4ed7637450,200,,False,329.988,30.83,31,269.62,True,42,logs
93,pilot_cold,mock,python-bytecode,python,bytecode,1024,follow_up,idle,off,False,update_env,6,,,,1767225629.117,2026-01-01T00:00:29.116+00:00,1c3212bd-57ff-403e-a788-b906c5dcb15f,200,,False,61.598,28.9,29,,False,42,logs
94,pilot_cold,mock,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,6,,,,1767225629.178,2026-01-01T00:00:29.178+00:00,6f9cecba-ddec-4ef4-9055-cb23c360535f,200,,False,240.234,25.51,26,198.75,True,38,logs
95,pilot_cold,mock,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,6,,,,1767225629.419,2026-01-01T00:00:29.418+00:00,1ff71176-a68d-4805-b0fa-ffd62704904b,200,,False,46.994,26.26,27,,False,38,logs
96,pilot_cold,mock,python-default,python,default,1024,measure,idle,off,True,update_env,6,,,,1767225629.466,2026-01-01T00:00:29.465+00:00,58685364-79fc-4d6f-9309-5c12fa0b6600,200,,False,468.226,23.92,24,427.03,True,118,logs
97,pilot_cold,mock,python-default,python,default,1024,follow_up,idle,off,False,update_env,6,,,,1767225629.934,2026-01-01T00:00:29.933+00:00,4914a730-1751-4342-9685-15158aa457d4,200,,False,56.868,25.84,26,,False,118,logs
98,pilot_cold,mock,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,7,,,,1767225629.991,2026-01-01T00:00:29.990+00:00,f9ce10f0-8f81-4a40-aa42-4176122a6bfc,200,,False,617.342,62.81,63,514.13,True,110,logs
99,pilot_cold,mock,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,7,,,,1767225630.608,2026-01-01T00:00:30.608+00:00,d3b340ed-309b-45bf-98e2-dcadd4e0ed42,200,,False,51.816,19.92,20,,False,110,logs
100,pilot_cold,mock,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,7,,,,1767225630.66,2026-01-01T00:00:30.659+00:00,be7f766a-7c3f-49a5-8a2e-df8bb321952f,200,,False,674.862,58.38,59,572.27,True,140,logs
101,pilot_cold,mock,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,7,,,,1767225631.335,2026-01-01T00:00:31.334+00:00,3a592197-aaca-4473-bb23-db4a0260c93f,200,,False,76.196,47.24,48,,False,140,logs
102,pilot_cold,mock,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,7,,,,1767225631.411,2026-01-01T00:00:31.410+00:00,6cb6a035-4a6e-41cd-ba81-823a61a7f42b,200,,False,266.118,56.54,57,183.66,True,72,logs
103,pilot_cold,mock,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,7,,,,1767225631.677,2026-01-01T00:00:31.677+00:00,152e242a-47bb-4626-b716-47a6b382cc06,200,,False,70.543,47.6,48,,False,72,logs
104,pilot_cold,mock,python-bytecode,python,bytecode,1024,measure,idle,off,True,update_env,7,,,,1767225631.748,2026-01-01T00:00:31.747+00:00,3f39cac8-e033-4d98-a503-16a5ef5879cb,200,,False,282.138,27.26,28,223.14,True,42,logs
105,pilot_cold,mock,python-bytecode,python,bytecode,1024,follow_up,idle,off,False,update_env,7,,,,1767225632.03,2026-01-01T00:00:32.029+00:00,2e8e9ede-1d1c-4f85-9b45-37969836bd1c,200,,False,64.695,23.62,24,,False,42,logs
106,pilot_cold,mock,java-default,java,default,1024,measure,idle,off,True,update_env,7,,,,1767225632.094,2026-01-01T00:00:32.094+00:00,5a19f40b-9c5f-4e17-a31f-7fdf33700015,200,,False,868.352,64.39,65,770.05,True,165,logs
107,pilot_cold,mock,java-default,java,default,1024,follow_up,idle,off,False,update_env,7,,,,1767225632.963,2026-01-01T00:00:32.962+00:00,644a7c63-dad9-4adc-a938-19c498d40ad0,200,,False,39.613,19.95,20,,False,165,logs
108,pilot_cold,mock,python-default,python,default,1024,measure,idle,off,True,update_env,7,,,,1767225633.002,2026-01-01T00:00:33.002+00:00,8cf064d3-ceee-46e1-8164-06e79fbb95d1,200,,False,728.677,25.69,26,684.36,True,118,logs
